0.1449 	WARNING 	Movie2 stim could not be imported and won't be available
102.2004 	EXP 	New trial (rep=0, index=6): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 3, 'block_8_ans': 4, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 2, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 3, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 2, 'block_3_ans': 3, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_2.png'}
102.2028 	EXP 	New trial (rep=0, index=7): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 3, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
102.2181 	EXP 	image_2: image = 'image_folder/stim_4.png'
102.2181 	EXP 	image_2: image = 'image_folder/stim_5.png'
102.2181 	EXP 	image_2: image = 'image_folder/stim_3.png'
102.2181 	EXP 	image_2: image = 'image_folder/stim_2.png'
102.2181 	EXP 	image_2: image = 'image_folder/stim_3.png'
102.2181 	EXP 	image_2: image = 'image_folder/stim_5.png'
102.2181 	EXP 	image_2: image = 'image_folder/stim_3.png'
102.2181 	EXP 	image_2: image = 'image_folder/stim_4.png'
102.2181 	EXP 	image_2: autoDraw = True
103.2189 	DATA 	No keypress (maxWait exceeded)
103.2354 	EXP 	unnamed Circle: autoDraw = True
103.3530 	EXP 	image_2: autoDraw = False
103.3686 	EXP 	unnamed Circle: autoDraw = False
103.7201 	EXP 	New trial (rep=0, index=8): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 3, 'block_8_ans': 4, 'block_16_ans': 2, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_3.png'}
103.7359 	EXP 	image_2: image = 'image_folder/stim_2.png'
103.7359 	EXP 	image_2: autoDraw = True
104.7366 	DATA 	No keypress (maxWait exceeded)
104.7521 	EXP 	unnamed Circle: autoDraw = True
104.8685 	EXP 	image_2: autoDraw = False
104.8858 	EXP 	unnamed Circle: autoDraw = False
105.2377 	EXP 	New trial (rep=0, index=9): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 5, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 4, 'block_3_ans': 3, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
105.2519 	EXP 	image_2: image = 'image_folder/stim_3.png'
105.2519 	EXP 	image_2: autoDraw = True
106.2525 	DATA 	No keypress (maxWait exceeded)
106.2698 	EXP 	unnamed Circle: autoDraw = True
106.3856 	EXP 	image_2: autoDraw = False
106.4024 	EXP 	unnamed Circle: autoDraw = False
106.7543 	EXP 	New trial (rep=0, index=10): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 2, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 3, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 2, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
106.7692 	EXP 	image_2: image = 'image_folder/stim_2.png'
106.7692 	EXP 	image_2: autoDraw = True
107.7699 	DATA 	No keypress (maxWait exceeded)
107.7860 	EXP 	unnamed Circle: autoDraw = True
107.9027 	EXP 	image_2: autoDraw = False
107.9196 	EXP 	unnamed Circle: autoDraw = False
108.2716 	EXP 	New trial (rep=0, index=11): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 3, 'block_5_ans': 2, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 4, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
108.2863 	EXP 	image_2: image = 'image_folder/stim_3.png'
108.2863 	EXP 	image_2: autoDraw = True
109.2870 	DATA 	No keypress (maxWait exceeded)
109.3027 	EXP 	unnamed Circle: autoDraw = True
109.4198 	EXP 	image_2: autoDraw = False
109.4361 	EXP 	unnamed Circle: autoDraw = False
109.7876 	EXP 	New trial (rep=0, index=12): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 2, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 3, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 2, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 2, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_3.png'}
109.7903 	EXP 	New trial (rep=0, index=13): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 3, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
109.8028 	EXP 	image_2: image = 'image_folder/stim_5.png'
109.8028 	EXP 	image_2: image = 'image_folder/stim_4.png'
109.8028 	EXP 	image_2: autoDraw = True
110.8034 	DATA 	No keypress (maxWait exceeded)
110.8194 	EXP 	unnamed Circle: autoDraw = True
110.9363 	EXP 	image_2: autoDraw = False
110.9530 	EXP 	unnamed Circle: autoDraw = False
111.3050 	EXP 	New trial (rep=0, index=14): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 2, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
111.3194 	EXP 	image_2: image = 'image_folder/stim_2.png'
111.3194 	EXP 	image_2: autoDraw = True
112.3200 	DATA 	No keypress (maxWait exceeded)
112.3369 	EXP 	unnamed Circle: autoDraw = True
112.4534 	EXP 	image_2: autoDraw = False
112.4705 	EXP 	unnamed Circle: autoDraw = False
112.8224 	EXP 	New trial (rep=0, index=15): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 2, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 4, 'block_15_ans': 3, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 3, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 3, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 4, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_3.png'}
112.8369 	EXP 	image_2: image = 'image_folder/stim_4.png'
112.8369 	EXP 	image_2: autoDraw = True
113.8377 	DATA 	No keypress (maxWait exceeded)
113.8535 	EXP 	unnamed Circle: autoDraw = True
113.9703 	EXP 	image_2: autoDraw = False
113.9866 	EXP 	unnamed Circle: autoDraw = False
114.3384 	EXP 	New trial (rep=0, index=16): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 3, 'block_8_ans': 5, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_5.png', 'block_2_ans': 5, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 5, 'block_3_ans': 2, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_2.png', 'block_15_img': 'image_folder/stim_2.png'}
114.3532 	EXP 	image_2: image = 'image_folder/stim_2.png'
114.3532 	EXP 	image_2: autoDraw = True
115.3540 	DATA 	No keypress (maxWait exceeded)
115.3716 	EXP 	unnamed Circle: autoDraw = True
115.4879 	EXP 	image_2: autoDraw = False
115.5040 	EXP 	unnamed Circle: autoDraw = False
115.8551 	EXP 	New trial (rep=0, index=17): {'block_10_ans': 4, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_4.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 3, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 2, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 4, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_4.png'}
115.8702 	EXP 	image_2: image = 'image_folder/stim_3.png'
115.8702 	EXP 	image_2: autoDraw = True
116.8709 	DATA 	No keypress (maxWait exceeded)
116.8917 	EXP 	unnamed Circle: autoDraw = True
117.0051 	EXP 	image_2: autoDraw = False
117.0217 	EXP 	unnamed Circle: autoDraw = False
117.3736 	EXP 	New trial (rep=0, index=18): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 4, 'block_5_ans': 5, 'block_15_ans': 2, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 4, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 2, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 4, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_4.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_2.png'}
117.3866 	EXP 	image_2: image = 'image_folder/stim_5.png'
117.3866 	EXP 	image_2: autoDraw = True
118.3874 	DATA 	No keypress (maxWait exceeded)
118.4038 	EXP 	unnamed Circle: autoDraw = True
118.5203 	EXP 	image_2: autoDraw = False
118.5375 	EXP 	unnamed Circle: autoDraw = False
118.8887 	EXP 	New trial (rep=0, index=19): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_4.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 5, 'block_1_img': 'image_folder/stim_2.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_2.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 2, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 2, 'block_15_ans': 3, 'block_13_ans': 4, 'block_9_img': 'image_folder/stim_5.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 4, 'block_12_ans': 2, 'block_12_img': 'image_folder/stim_2.png', 'block_11_ans': 2, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_3.png'}
118.9052 	EXP 	image_2: image = 'image_folder/stim_4.png'
118.9052 	EXP 	image_2: autoDraw = True
119.9061 	DATA 	No keypress (maxWait exceeded)
119.9311 	EXP 	unnamed Circle: autoDraw = True
120.0323 	EXP 	image_2: autoDraw = False
120.0333 	EXP 	unnamed Circle: autoDraw = False
120.3851 	EXP 	New trial (rep=0, index=20): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_4.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 4, 'block_5_ans': 4, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 4, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 2, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 5, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_2.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_4.png'}
120.3891 	EXP 	image_2: image = 'image_folder/stim_5.png'
120.3891 	EXP 	image_2: autoDraw = True
121.3896 	DATA 	No keypress (maxWait exceeded)
121.3910 	EXP 	unnamed Circle: autoDraw = True
121.4921 	EXP 	image_2: autoDraw = False
121.4929 	EXP 	unnamed Circle: autoDraw = False
121.8447 	EXP 	New trial (rep=0, index=21): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_3.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_4.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 4, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 3, 'block_8_ans': 2, 'block_16_ans': 2, 'block_5_ans': 5, 'block_15_ans': 3, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_2.png', 'block_2_ans': 3, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 3, 'block_3_ans': 3, 'block_4_ans': 3, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_3.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_3.png', 'block_15_img': 'image_folder/stim_3.png'}
121.8480 	EXP 	image_2: image = 'image_folder/stim_3.png'
121.8480 	EXP 	image_2: autoDraw = True
122.8484 	DATA 	No keypress (maxWait exceeded)
122.8496 	EXP 	unnamed Circle: autoDraw = True
122.9511 	EXP 	image_2: autoDraw = False
122.9519 	EXP 	unnamed Circle: autoDraw = False
123.3028 	EXP 	New trial (rep=0, index=22): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_2.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_2.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 3, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_3.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 4, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 3, 'block_15_ans': 4, 'block_13_ans': 2, 'block_9_img': 'image_folder/stim_3.png', 'block_6_ans': 2, 'block_7_ans': 4, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 5, 'block_12_ans': 3, 'block_12_img': 'image_folder/stim_3.png', 'block_11_ans': 2, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_4.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_2.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
123.3039 	EXP 	New trial (rep=0, index=3): {'Block_id': 'block_4_img', 'Block_ans': 'block_4_ans'}
123.3295 	EXP 	Imported SvR_onsets.csv as conditions, 256 conditions, 32 params
123.3312 	EXP 	Created sequence: sequential, trialTypes=256, nReps=1, seed=None
123.3329 	EXP 	unnamed ShapeStim: autoDraw = True
132.1851 	EXP 	New trial (rep=0, index=0): {'block_10_ans': 2, 'block_13_img': 'image_folder/stim_5.png', 'block_4_img': 'image_folder/stim_4.png', 'block_6_img': 'image_folder/stim_4.png', 'block_14_img': 'image_folder/stim_2.png', 'block_9_ans': 2, 'block_1_img': 'image_folder/stim_3.png', 'block_10_img': 'image_folder/stim_2.png', 'block_14_ans': 2, 'block_5_img': 'image_folder/stim_5.png', 'block_16_img': 'image_folder/stim_3.png', 'block_1_ans': 3, 'block_8_ans': 3, 'block_16_ans': 3, 'block_5_ans': 5, 'block_15_ans': 4, 'block_13_ans': 5, 'block_9_img': 'image_folder/stim_2.png', 'block_6_ans': 4, 'block_7_ans': 2, 'block_8_img': 'image_folder/stim_3.png', 'block_2_ans': 5, 'block_12_ans': 5, 'block_12_img': 'image_folder/stim_5.png', 'block_11_ans': 3, 'block_3_ans': 4, 'block_4_ans': 4, 'block_7_img': 'image_folder/stim_2.png', 'block_2_img': 'image_folder/stim_5.png', 'block_11_img': 'image_folder/stim_3.png', 'block_3_img': 'image_folder/stim_4.png', 'block_15_img': 'image_folder/stim_4.png'}
132.1883 	EXP 	New trial (rep=0, index=1): {'block_10_ans': 3, 'block_13_img': 'image_folder/stim_3.png', 'block_4_img': 'image_folder/stim_2.png', 'block_6_img': 'image_folder/stim_3.png', 'block_14_img': 'image_folder/stim_3.png', 'block_9_ans': 4, 'block_1_img': 'image_folder/stim_4.png', 'block_10_img': 'image_folder/stim_3.png', 'block_14_ans': 3, 'block_5_img': 'image_folder/stim_4.png', 'block_16_img': 'image_folder/stim_2.png', 'block_1_ans': 4, 'block_8_ans': 4, 'block_16_ans': 2, 'block_5_ans': 4, 'block_15_ans': 3, 'block_13_ans': 3, 'block_9_img': 'image_folder/stim_4.png', 'block_6_ans': 3, 'block_7_ans': 3, 'block_8_img': 'image_folder/stim_4.png', 'block_2_ans': 4, 'block_12_ans': 4, 'block_12_img': 'image_folder/stim_4.png', 'block_11_ans': 5, 'block_3_ans': 5, 'block_4_ans': 2, 'block_7_img': 'image_folder/stim_3.png', 'block_2_img': 'image_folder/stim_4.png', 'block_11_img': 'image_folder/stim_5.png', 'block_3_img': 'image_folder/stim_5.png', 'block_15_img': 'image_folder/stim_3.png'}
